position,title,link,product_link,product_id,serpapi_product_api,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,source,price,extracted_price,rating,reviews,badge,thumbnail,delivery,old_price,extracted_old_price,tag,extensions,store_rating,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7,store_reviews,alternative_price
10,Banana Republic Factory Men's Slim Jean Medium Wash Tall Size 32W,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=705498001&vid=2&tid=bfns000001,https://www.google.com/shopping/product/2403667986942440034?gl=us,2403667986942440034,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2403667986942440034,,,,Banana Republic Factory,,27.97,4.8,72.0,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQXK91h4o50lv-BSn6W7mwh6DDvfKU2yByG6YIHgXbIIvBK5QbX5MuayzZsG5yee1xkZjNfhfLzvWbXhiT4dgmXpCZmxWo_vSQOdAyqvtvuJVZN3VA45t8v&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,69.99,SALE,['SALE'],4.6,,ban_q,banana republic jeans,4.8,72.0,-42.019999999999996,0,1,1,0,0,0,1,0,0,0,,
11,Banana Republic Jeans | Nwt! Banana Republic Pure White High-Rise Wide-Leg ...,https://poshmark.com/listing/NWT-Banana-Republic-Pure-White-HighRise-WideLeg-Cropped-Jean--Multiple-Sizes-64bbf8937f29ddcbd18b84d1?srsltid=AfmBOorIS4xdsqglqaznUkQVO2PK457dXaIwEbMg1ToqqwgEupN1sVfUGLM#utm_source=gdm_unpaid&size_2,https://www.google.com/shopping/product/12624167791765503322?gl=us,12624167791765503322,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12624167791765503322,,,,Poshmark,,49.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQPETzPZcK636lFPCF55E4rYsNwUigBghfeCkLFZn2TmY9z2kholJvzS8IR4hsKtp9AjiSnPYDjHpkRgjLBodcuPc0aK8R53VyrkqGXeAg9x_nzBf2-0U5x&usqp=CAE,"Delivery by Fri, Oct 6",,259.0,SALE,['SALE'],,,ban_q,banana republic jeans,4.459999999999999,94.72,-210.0,0,1,0,0,0,0,0,0,0,0,,
12,Banana Republic Men Traveler Athletic Fit Japan Cotton Denim Jean -,https://www.ebay.com/itm/304642269400?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOopKathbJqSzqOtYgDJQZNHT8kbgIUtrIdaOuerwNtIk6cz50f4Mvm8&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:9865821719890711643,9865821719890711643,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9865821719890711643,,,,eBay - theclothingshoppe,,53.99,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQfV_K4d3r8wdErKVmQ0Y38akZjdK5fi9WaViZAOzTSNEifDQrarnBE9_HFvj177YBeYJKaecbIZ0B6U-yIZQ3nCbK9maIWgfqnaxxEqBBY1_17CuJoKvL8&usqp=CAE,"Delivery by Fri, Oct 13",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,1,0,,
13,Banana Republic Factory Women's Slouch Jean Dark Wash Tall Size 0 / 25,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=400995001&vid=2&tid=bfns000001,https://www.google.com/shopping/product/2924217263570001392?gl=us,2924217263570001392,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2924217263570001392,,,,Banana Republic Factory,,35.97,4.3,144.0,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQT6E8VGvGU8HxGl3hi3IAOMaHyxft-7g8oWzGv8bVgLBttVW2-9O7239ggXbZDn9BG2vGm07niSAjzP_l-oKLM2LJywc5ODEARxzk_BoQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,80.0,SALE,['SALE'],4.6,,ban_q,banana republic jeans,4.3,144.0,-44.03,0,1,1,0,0,0,1,0,0,0,,
14,Banana Republic Men's Straight Organic Cotton Jean Medium Gray Wash Size 33W 32L,https://bananarepublic.gap.com/browse/product.do?pid=668356012&vid=1&tid=brns000051,https://www.google.com/shopping/product/3178055952837181933?gl=us,3178055952837181933,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3178055952837181933,,,,Banana Republic,,60.0,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQx4Ee73OkvOnrhrSnWk1RnlYKPO9AHwh2CJIDmYLgpYJHrFTDYbnRJoQHaBNagy618TVS1sG5XHWXu1sxfUfWrszo0uxAinJ60t-R_Vlyg2BQlwPTXhUXGKw&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,1,0,0,0,1,0,0,0,,
15,"Banana Republic Jeans | Nwt! Wide Leg, High Waisted Banana Republic Jeans. Size ...",https://poshmark.com/listing/NWT-Wide-leg-high-waisted-Banana-Republic-jeans-Size-274-64ce79bb678c3a042634d056?srsltid=AfmBOoqaj_zplO_xOvLe5_01DJ27ZhxtaNx8NtrXnFIiGJCc_xzB9Nb83Xk#utm_source=gdm_unpaid,https://www.google.com/shopping/product/5880724589339959648?gl=us,5880724589339959648,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5880724589339959648,,,,Poshmark,,40.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRUYmUwm29bC2j9Uc9fTdlqDGnmtNtA-XOzo8UuR6At5XbanVvB6gMlUI9t01T0RhFJC9sdtqIEZhVutLpYUnbZIK7rcSW8JVR8jMYqD2NP&usqp=CAE,"Delivery by Fri, Oct 6",,,LOW PRICE,"['$5.00 below typical', 'LOW PRICE']",,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,1,0,0,0,0,0,0,0,0,0,,
16,Banana Republic Factory Women's Beau Jean Black Regular Size 6 / 28,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=720558001&vid=1&tid=bfns000001,https://www.google.com/shopping/product/4189583171501958376?gl=us,4189583171501958376,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4189583171501958376,,,,Banana Republic Factory,,48.0,3.7,16.0,Top Quality Store,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTiG2yewOB_Fouu6avrZPKzcT63zJGv9-8wc2LOQIjFQ4b2rMLiPVsKpv6EDWkn6k_NAvwkcIoriQ0bXZkG80HGaE5RL5ZUNld0T4HoyKdGVmD2PmV_QN9z-g&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,80.0,SALE,['SALE'],4.6,,ban_q,banana republic jeans,3.7,16.0,-32.0,0,1,1,0,0,0,1,0,0,0,,
17,Women's Banana Republic High Rise Wide Leg Jeans - Size: 29,https://goodwillfinds.com/10016-0000-3615.html?srsltid=AfmBOorX6nuLwPDMJfR8d7bSvUhKivK64Z3IWrtu1aCTadj9Bfhl1GAh2E8,https://www.google.com/shopping/product/15271901925778695757?gl=us,15271901925778695757,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15271901925778695757,,,,GoodwillFinds,,25.19,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRNZVhD7-K9LO4r2Mu6egCtQxh__sn7OLcgx8eqi5t9kbKGB3U6yY1sU2SoFDguFUmwNWOsnejyzDwL8AO71ZaTjB2dS_KZogTH4ASD8u8p&usqp=CAE,"Delivery by Wed, Oct 11",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
18,Banana Republic Jeans | Nwt! Banana Republic Women's Black Barrel High Rise Jeans ...,https://poshmark.com/listing/NWT-Banana-Republic-Womens-Black-Barrel-High-Rise-Jeans--Multiple-Sizes-641754e683cbec904223e15e?srsltid=AfmBOoq0kfvv3NnVKTfvx4bmGwFlUzfYPD736e6sfhVExWQgs_A69HucwmI#utm_source=gdm_unpaid&size_29,https://www.google.com/shopping/product/16534480746787577923?gl=us,16534480746787577923,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16534480746787577923,,,,Poshmark,,40.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSg9ejPSILPlodmln8NkZovTzxsvey1XEs0s88ij9j9lapKuSjM_s3nzHfsW_Ok_HpblOI6v-BgNRo3KeYDW8LX-EwO5H25n18dnnW-JXG3C9zpt-vZs1XECA&usqp=CAE,"Delivery by Fri, Oct 6",,150.0,SALE,['SALE'],,,ban_q,banana republic jeans,4.459999999999999,94.72,-110.0,0,1,0,0,0,0,0,0,0,0,,
19,Banana Republic Men Legacy Slim Stretch Cotton Denim Jean - 32x32 Dark,https://www.ebay.com/itm/304645595525?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoosAvXkHBN6OrVvPTLKNwJYO2FHSy4aeLzu_zHso8bsREKpvnZBee0&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:12663085267828149487,12663085267828149487,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12663085267828149487,,,,eBay - theclothingshoppe,,69.99,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQ-Mv_mZDgVlHFsKXV60GW3agv70oUJjwVGbPYyp1E9uuZRhLH1Ac49AoPiXRhuUvALEiCBtcXVoGdJNs0Rsa9-2sMcjETISDOautH0MHzqvWE2KPJn2jbr3Q&usqp=CAE,"Delivery by Fri, Oct 13",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,1,0,,
20,Banana Republic Jeans | Nwt! Banana Republic White High-Rise Wide-Leg Jean ...,https://poshmark.com/listing/NWT-Banana-Republic-White-HighRise-WideLeg-Jean--Petite-Sizes-641b258db635f89258d5e579?srsltid=AfmBOooe_v6HKSdetu09BOrb-MtM0GVezlK3t5O5wutxKIjHviWptBOh06w#utm_source=gdm_unpaid&size_24P,https://www.google.com/shopping/product/7592218718119251309?gl=us,7592218718119251309,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7592218718119251309,,,,Poshmark,,49.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSMpl-x8SdFAd0DrTI7XVv1sekD86FUwWIda1xqncwO6LYLw0nYt6mtYnmF8sju0qgj9_y2HDrJ78cxCD3aw1U7M5vd8Rpi10eZWNu4hDhD&usqp=CAE,"Delivery by Fri, Oct 6",,150.0,SALE,['SALE'],,,ban_q,banana republic jeans,4.459999999999999,94.72,-101.0,0,1,0,0,0,0,0,0,0,0,,
21,Banana Republic Universal High Rise Ankle Stretch Black Skinny Denim,https://www.ebay.com/itm/255992041378?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoq5sNnELWXMRr66DYphPCs2JmqRz-0L_HBlcv0oz07dt34GFTviRjE&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:12809392908588735998,12809392908588735998,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12809392908588735998,,,,eBay - thriftshopbyvks,,24.99,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTwlG9_Py36j4bSp-naOsixe5CdUZKBYza9iHarZe6XT0gM-KEcrTX7t8PKYT_Bl4obIN0cK1aZ3kMMM_5U7grSTgLy5YY1pTmJAT-iMcQ&usqp=CAE,"Free delivery by Fri, Oct 6",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,1,0,,
22,Banana Republic Men's Tapered Organic Cotton Jean Medium Wash Size 44W 32L,https://bananarepublic.gap.com/browse/product.do?pid=749654002&vid=1&tid=brns000051,https://www.google.com/shopping/product/6791906733735550933?gl=us,6791906733735550933,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6791906733735550933,,,,Banana Republic,,14.97,4.6,21.0,Top Quality Store,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcT-76IHWt7GqOCYdvJOqBxuTGO8PrW8H6bj-3z9UYV8geUjq10Z35G7POoHNfAXfifxjY866OOrvBa4rlcSSzhOxzr6enUKz-ZqDtwFhlATJcyaTCNCVDCEuw&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,100.0,SALE,['SALE'],,,ban_q,banana republic jeans,4.6,21.0,-85.03,0,1,1,0,0,0,1,0,0,0,,
23,Banana Republic Factory Men's Athletic-Fit Jean Clay Regular Size 34W,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=529195011&vid=1&tid=bfns000001,https://www.google.com/shopping/product/314154488300491315?gl=us,314154488300491315,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=314154488300491315,,,,Banana Republic Factory,,59.97,,,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSY6fHEzGIA-f-lzByq5ux1SCqW8veiG6LdgBlFfFEcreZArtjoOr3nZFAdjscUQemoAfzZgk74Ti8MgYOhks6hT1KH9dAsjWUAFCFbz40&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,120.0,SALE,['SALE'],4.6,,ban_q,banana republic jeans,4.459999999999999,94.72,-60.03,0,1,1,0,0,0,1,0,0,0,,
24,Womens Banana Republic Premium Denim High-rise Straight Leg Black Jean,https://www.ebay.com/itm/266005395529?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoq0_1V8cb2_tmGtEZ88uvhfjoZlLjKXqER2vrSJYHpTpdbU5Z2K2aU&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:10583567822396880983,10583567822396880983,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=10583567822396880983,,,,eBay,,35.0,,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQMl2YFfwZi2WuDZtIzzcGigkle4zHeqR6HhFuh5fGrA5Onzc0vg2R-aHvQMYHEhbUNh8OLlTOk03XE_UC64vZpkpV6ZP7OMroZK0lY1NI2235PXv5SPzJU&usqp=CAE,"Delivery by Mon, Oct 9",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,1,0,,
25,Banana Republic Jeans | Nwt Banana Republic Ultra High Rise Slim Fit Ankle Length ...,https://poshmark.com/listing/NWT-BANANA-REPUBLIC-ULTRA-HIGH-RISE-SLIM-FIT-ANKLE-LENGTH-JEANS-SIZE-34-64c01bbf24237a5e8bb2880a?srsltid=AfmBOop9h3YF66nJGjXd6F4ZcoHjBZ6rrFhjpnETQ71ieMFnSRId2sj7byk#utm_source=gdm_unpaid,https://www.google.com/shopping/product/16101207161085916378?gl=us,16101207161085916378,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=16101207161085916378,,,,Poshmark,,79.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQc-hQ9nk7PrKKNFKccq11dUi01zxA1iqu1e9E_ofbeYE2lJpby5dN6wOjbhUtJnNvaliHfBN0h39hHN6Lf2cB8FnrKenWZaR4iwngCsAaoaavodgr0XUkp&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
26,"Banana Republic Factory Straight-Fit Stretch Jeans, Blue Spruce, 31W 32L, Nwt",https://www.bonanza.com/listings/Banana-Republic-Factory-Straight-fit-Stretch-Jeans-Blue-Spruce-31W-32L-NWT/911714963?goog_pla=1,https://www.google.com/shopping/product/4989581042586581958?gl=us,4989581042586581958,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4989581042586581958,,,,Bonanza - Lesti's store,,40.0,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQ3sgx6-pEYOizJDLqCHxthnTgF0qx5mfabFVaX5sVssWfhNJZEe0j1GWnEMI37v9fevnt9d-43EnnJq2clXkxjRRbHYfb5xaRE4MDngVSAZekRZjPyrLdMtg&usqp=CAE,$10.50 delivery,,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
27,Banana Republic Men's Slim Luxe Traveler Jean Medium Wash Size 44W 34L,https://bananarepublic.gap.com/browse/product.do?pid=769273002&vid=1&tid=brns000051,https://www.google.com/shopping/product/3994600370943968406?gl=us,3994600370943968406,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3994600370943968406,,,,Banana Republic,,19.97,4.6,962.0,Top Quality Store,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTwAhhVa0Lov5erj7QYLn6lyjkJ6hTyf-tyalizKqPlnH9nDdLH4gixbOk0fbWlwRhERUc1dn57npK2FCCEy3fYOiQTJbXxAdbiXQ9brfk&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,129.0,SALE,['SALE'],,,ban_q,banana republic jeans,4.6,962.0,-109.03,0,1,1,0,0,0,1,0,0,0,,
28,Banana Republic Jeans Women's 00 (Hemmed w/originals),http://www.threadtraders.com/banana-republic-jeans-women-s-00-hemmed-w-originals.html,https://www.google.com/shopping/product/11556711679123311660?gl=us,11556711679123311660,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11556711679123311660,,,,Thread Traders,,17.99,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTCOidqMJZgrYv1hNbVfQOoYvXSZDkCSTY5fA_UuhojY9OYFtZxrVHx-GZfUEnBXoVwWmVjCH2f9_NK_LG0_f3Qavio5jXE1Rl24EdcSADyKeeVK_wb9mD1&usqp=CAE,"Delivery by Mon, Oct 9",,,,,,used,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
29,Banana Republic Travel Jeans Mens Slim Fit-Oatmeal- 30W 30L -Tag,https://www.ebay.com/itm/325796231274?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOooE4NNGOMRDYolTTSLCzceWOaOp_IrBEXrX2WrHRhQENaZkPtJPng8&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:2546403582088839154,2546403582088839154,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2546403582088839154,,,,eBay - betliner,,28.99,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSpg5Y4tI38u76_RknL1iDw4jozObRUURlo_gGIT5Zq8jcSZTdYi0lZgfYgKEznLaBTl1P1XlaWjuzIgMIFn1YaakfI-0teh0YHIOYqJVc&usqp=CAE,"Delivery by Tue, Oct 10",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,1,0,,
30,Banana Republic Bootcut Jeans | Banana Republic High-Rise Relaxed Bootcut Jeans ...,https://curtsyapp.com/item/banana-republic-high-rise-relaxed-bootcut-jeans-size-25/e3EEuaVxyu?srsltid=AfmBOoo4AUTa-2lThfzQDDPUyk1oRI32DbToRvk9aw5eZ9okyZrPNSSxlFg,https://www.google.com/shopping/product/4646105490585462764?gl=us,4646105490585462764,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4646105490585462764,,,,Curtsy,,37.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRxRrWZo4zW3ujmkQPU2gylKFEQ6x6ywWG6uEcpdkZj4EWJoxiDDPkRJYbJxxYvJ12-wsRD5jddK5UxhiR4qj7CKo8C8Od0-bt-1R1b8F0&usqp=CAE,Free delivery,,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
31,Banana Republic Skinny Zero Gravity Jeans In Indigo Size 27 Retail $110 - Women ...,https://www.mercari.com/us/item/m28989241472/,https://www.google.com/shopping/product/1?gl=us&prds=pid:9480514161462953102,9480514161462953102,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9480514161462953102,,,,Mercari,,30.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTLslVAGv5COqXbtPlfZDmRiIvz5vf-_2JFqe_dgXZMLSHJBis2qBkQTxj_5jHk1LZpNArUNX6YYwlISWMKC6x9JqwRpqarYTKjy-SjwYAa96YU2i9RI45Gag&usqp=CAE,$13.17 delivery,,,,,,used,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
32,Banana Republic Factory Men's Skinny Travel Jean Indigo Tall Size 34W,https://bananarepublicfactory.gapfactory.com/browse/product.do?pid=400799001&vid=2&tid=bfns000001,https://www.google.com/shopping/product/4773584562689389370?gl=us,4773584562689389370,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=4773584562689389370,,,,Banana Republic Factory,,43.97,5.0,25.0,Top Quality Store,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcQFAB-rFcrhQhaW6efu5tJYWTinlJnqW2QazeKEtuQ10fv8aiZQX9PZyff2c3CkPGkm6DEfxe5Q40EGjLj-VYSnldlOgy1kA4hpHtK9vH2o&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,LOW PRICE,"['$27.00 below typical', 'LOW PRICE']",4.6,,ban_q,banana republic jeans,5.0,25.0,0.0,1,0,1,0,0,0,1,0,0,0,,
33,Banana Republic Jeans | Banana Republic 44W 34L Jeans Slim Organic Cotton Jean ...,https://poshmark.com/listing/Banana-Republic-44W-34L-Jeans-Slim-Organic-Cotton-Jean-Medium-Wash-Mens-119-NWT-64f6d703a56649a0ace117cd?srsltid=AfmBOormZP5BZoTUzI0kDaCu9G5U0P7m6eUuy9RtADHY4dxYmfKQnFPQpHs&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581#utm_source=gdm_unpaid,https://www.google.com/shopping/product/15072260206171010704?gl=us,15072260206171010704,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15072260206171010704,,,,Poshmark,,49.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcSf6RkmqrjXeGtAZL4uGTNuvlOwlltYGMOt6fTtAAaiXySQx78pvrCo2T0pbXGlJSDNlLUL5-RePPatsAPqImgMw2gS7CQvkQu5XVqSMNfQ&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
34,"Banana Republic High-rise Wide-leg Patch Pocket Jeans, Black Size 29",https://www.ebay.com/itm/195718513559?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOoovRsYY8sKplxMRUVAyieYmqHzFb0Vlla3YrnlWeV2a-s2rj-AG3Q0&com_cvv=81c269aab9bc5fc4177fabac3c77acd26f491510dd5f94a06570d6c819846581,https://www.google.com/shopping/product/1?gl=us&prds=pid:365984487037668501,365984487037668501,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=365984487037668501,,,,eBay - ivoryjorama724,,55.99,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTFG-ZUgciR98jsh_r6I3_6YxsaTIATA0FxnByN8jyUptP4b4deYS81AOKE0Bf5gE57nf_mAAygAVpnFoCsQZWr6psWSGiZMJg1hrFoqNQxin03Lg1HI2kd&usqp=CAE,"Delivery by Wed, Oct 11",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,1,0,,
35,Banana Republic: Blue Dark Rinse Bootcut Jeanss | Silkroll,https://silkroll.com/product/blue-dark-rinse-bootcut-jeanss-1894,https://www.google.com/shopping/product/2956291247810539379?gl=us,2956291247810539379,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=2956291247810539379,,,,SilkRoll,,20.0,,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTnHPw7EpX971eWhAOGxALx-LlYo3eg0jvpFVO5rKMmNRuN9jnuHWzqdCZbD64PT1ai1c9GedWtpQXM_FUPJv-DycLrY3CSLvIlqDEaBfU&usqp=CAE,"Delivery by Mon, Oct 9",,,,,,used,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
36,Banana Republic Boot Cut Jeans - Ecru - New Women | Color: Beige | Size: 29 in.,https://www.mercari.com/us/item/m73934643496/,https://www.google.com/shopping/product/1?gl=us&prds=pid:1940764609064847172,1940764609064847172,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1940764609064847172,,,,Mercari,,24.0,,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcSjyWdoBHnYx1Irdd5Vfgx-3nzy9-iom107OiXznwEoLvLdHSm6dFCS7s1qTB7BsJ24rgnyBWrmhNOTW2MZTAdYFTg8dHP5JPXZg3B19yE&usqp=CAE,$7.40 delivery,,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
37,Banana Republic Jeans | Banana Republic Mens Navy Blue Travel Jean | Color: Blue ...,https://poshmark.com/listing/Banana-republic-mens-navy-blue-travel-Jean-61d120f1e97e48c51dd7cd75?srsltid=AfmBOop6H417olPWJ--D9gMzn3aL_L1RRRzEQJR41uI4A_sM_ExDkKECF3k#utm_source=gdm_unpaid,https://www.google.com/shopping/product/3896979533287798657?gl=us,3896979533287798657,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3896979533287798657,,,,Poshmark,,45.0,,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRQK0DGuVvIo8n6MP_byvwoSgQ5uQGHyyeAWuWPqOkFhLSYPZFYmkbthcvzLpADVi2toV80D32eIPAkXc4kEj5BG2dfiuo5a1mtZSV5qdM&usqp=CAE,"Delivery by Wed, Oct 11",,,,,,,ban_q,banana republic jeans,4.459999999999999,94.72,0.0,0,0,0,0,0,0,0,0,0,0,,
